customer_id,signup_days_ago,plan_type,monthly_payment,last_login_days_ago,login_count_90d,support_tickets_90d,churned_next_30d
CUST00358,495,standard,18836.0,4.5,25,3.0,0
CUST00003,503,standard,16395.0,8.6,26,1.0,0
CUST00452,694,premium,28261.8,4.4,21,2.0,0
CUST00271,364,standard,18477.0,18.6,30,0.0,0
CUST00060,746,standard,12158.0,7.8,28,1.0,0
CUST00110,817,basic,11105.4,0.6,33,3.0,0
CUST00451,29,standard,11562.0,4.2,3,,0
CUST00438,763,standard,12811.0,0.8,35,1.0,0
CUST00029,704,standard,13554.0,18.3,25,1.0,0
CUST00446,891,premium,30891.600000000002,8.2,29,1.0,1
CUST00456,330,standard,10927.0,2.1,22,1.0,0
CUST00026,788,basic,11278.199999999999,2.5,31,0.0,0
CUST00007,349,premium,18972.0,9.9,27,1.0,0
CUST00455,615,basic,12399.0,27.8,27,2.0,0
CUST00108,828,basic,8252.4,9.7,15,1.0,0
CUST00037,291,basic,-6808.8,5.3,32,3.0,0
CUST00157,235,standard,16741.0,3.6,23,0.0,0
CUST00468,132,premium,37857.6,2.3,31,2.0,0
CUST00118,216,standard,18341.0,8.1,24,0.0,0
CUST00114,475,basic,7467.599999999999,5.4,28,1.0,0
CUST00175,775,standard,22945.0,14.4,25,,0
CUST00261,640,standard,13825.0,7.5,24,1.0,0
CUST00181,876,basic,15098.4,0.3,21,3.0,0
CUST00144,191,basic,11264.4,4.4,21,0.0,0
CUST00371,343,premium,27972.0,11.7,19,1.0,0
CUST00381,897,premium,19251.0,5.9,21,2.0,0
CUST00281,496,premium,25968.600000000002,1.2,20,2.0,0
CUST00364,429,basic,7641.0,6.8,20,4.0,0
CUST00218,231,standard,11157.0,11.8,22,0.0,0
CUST00447,750,basic,14809.8,22.3,18,2.0,0
CUST00141,283,basic,8238.0,2.1,26,,0
CUST00367,207,basic,10983.0,26.7,19,0.0,0
CUST00067,760,premium,33399.0,,21,,0
CUST00211,874,premium,-26708.4,1.3,16,1.0,0
CUST00168,600,premium,31098.600000000002,,17,0.0,0
CUST00495,617,standard,20755.0,6.4,31,0.0,0
CUST00377,673,basic,12544.199999999999,13.3,18,,0
CUST00360,646,standard,10468.0,14.4,21,0.0,0
CUST00193,810,premium,35893.8,25.7,26,,0
CUST00247,349,basic,8173.2,6.4,24,1.0,0
CUST00109,36,standard,8266.0,15.3,32,0.0,0
CUST00249,754,basic,11121.0,,32,0.0,0
CUST00145,727,basic,10605.6,5.5,29,2.0,0
CUST00092,580,premium,28926.0,7.1,28,3.0,0
CUST00152,623,standard,276544.80000000005,6.6,29,0.0,0
CUST00220,270,standard,17733.0,2.5,34,2.0,0
CUST00231,577,basic,10119.6,1.3,24,,0
CUST00083,742,basic,8619.6,8.2,30,3.0,0
CUST00444,161,basic,4728.599999999999,1.8,25,2.0,0
CUST00165,183,premium,26965.8,4.9,15,3.0,0
CUST00163,333,premium,34671.6,6.5,18,0.0,0
CUST00199,401,premium,29188.8,12.1,27,1.0,0
CUST00229,256,basic,12522.0,0.6,21,0.0,0
CUST00074,220,basic,9354.6,2.5,27,0.0,0
CUST00417,269,standard,19581.0,5.0,21,1.0,0
CUST00406,546,standard,12921.0,0.2,23,2.0,0
CUST00375,676,basic,10576.8,7.6,29,,0
CUST00119,435,basic,7674.599999999999,,18,1.0,0
CUST00320,866,premium,38498.4,31.3,26,4.0,0
CUST00388,140,standard,11220.0,1.6,30,2.0,0
CUST00354,89,basic,11128.8,23.0,16,0.0,0
CUST00355,92,basic,11239.8,19.2,28,2.0,0
CUST00415,585,basic,6218.4,3.9,20,3.0,0
CUST00357,17,standard,9548.0,2.8,2,,0
CUST00479,495,basic,5704.2,,30,1.0,0
CUST00491,843,basic,7436.4,5.2,22,0.0,0
CUST00384,534,standard,25902.0,40.1,25,,0
CUST00275,367,standard,15455.0,13.0,28,0.0,0
CUST00036,190,basic,7809.599999999999,17.5,17,5.0,0
CUST00196,316,basic,8515.199999999999,4.0,21,1.0,0
CUST00139,170,premium,29554.2,5.0,28,0.0,0
CUST00398,127,premium,35042.4,8.2,15,1.0,0
CUST00245,823,premium,17816.4,2.6,31,1.0,0
CUST00286,560,premium,35782.200000000004,1.4,32,1.0,0
CUST00287,639,basic,9510.0,24.3,28,1.0,0
CUST00059,523,premium,26380.8,1.3,21,0.0,0
CUST00111,261,basic,7974.0,17.6,23,0.0,0
CUST00089,403,basic,6744.0,13.9,25,,0
CUST00265,12,standard,28318.0,7.5,2,,0
CUST00006,616,standard,11915.0,3.6,24,1.0,0
CUST00362,606,premium,27394.2,3.9,26,1.0,0
CUST00346,401,basic,9660.6,2.5,22,,0
CUST00434,853,premium,11086.2,,25,1.0,0
CUST00158,530,premium,35283.6,1.9,25,2.0,0
CUST00150,444,premium,28884.600000000002,10.2,18,2.0,0
CUST00177,226,basic,9123.0,3.1,22,1.0,0
CUST00395,822,basic,6183.599999999999,10.2,24,1.0,0
CUST00184,820,standard,13025.0,13.0,27,2.0,0
CUST00284,689,basic,13000.199999999999,24.0,29,1.0,0
CUST00010,536,premium,24328.8,8.6,32,1.0,0
CUST00382,213,premium,25930.8,3.6,24,4.0,1
CUST00103,623,standard,18127.0,27.5,25,0.0,0
CUST00081,287,premium,12421.800000000001,9.9,26,1.0,0
CUST00038,313,standard,12579.0,8.6,22,1.0,0
CUST00441,314,standard,13460.0,14.1,25,,0
CUST00167,422,basic,11938.199999999999,1.3,24,0.0,0
CUST00471,87,basic,8973.6,3.8,22,2.0,0
CUST00297,34,basic,6688.8,1.7,23,1.0,0
CUST00294,562,standard,18524.0,1.4,17,0.0,0
CUST00198,576,premium,27109.8,0.8,20,,0
CUST00298,332,premium,37267.200000000004,4.0,23,1.0,0
CUST00418,690,basic,9237.0,1.7,26,0.0,0
CUST00146,739,standard,20876.0,,26,1.0,0
CUST00394,712,premium,32666.4,12.7,20,1.0,0
CUST00147,13,basic,11365.8,26.5,2,,0
CUST00307,79,basic,5015.4,47.7,23,3.0,0
CUST00376,528,basic,10991.4,34.2,26,1.0,0
CUST00123,461,premium,276544.80000000005,30.9,22,1.0,0
CUST00370,550,basic,9123.6,28.9,25,1.0,0
CUST00096,525,premium,27945.0,25.0,31,0.0,0
CUST00143,765,standard,17038.0,2.1,36,1.0,0
CUST00239,9,basic,-11272.8,8.3,3,,0
CUST00274,830,basic,8348.4,0.9,19,1.0,0
CUST00097,350,basic,11368.199999999999,20.1,17,1.0,0
CUST00351,718,basic,4698.0,3.3,32,1.0,0
CUST00122,414,standard,12304.0,22.5,19,2.0,1
CUST00183,825,basic,10117.199999999999,6.3,22,2.0,0
CUST00202,289,standard,15572.0,0.6,25,0.0,0
CUST00246,299,basic,14840.4,24.6,23,2.0,0
CUST00449,893,standard,20604.0,2.1,36,2.0,0
CUST00299,860,basic,10598.4,6.4,32,1.0,0
CUST00352,451,premium,33303.6,6.0,31,1.0,0
CUST00301,231,standard,11344.0,17.6,29,1.0,0
CUST00397,406,standard,11340.0,10.4,33,4.0,0
CUST00316,866,basic,7624.2,0.1,27,2.0,0
CUST00125,798,standard,11730.0,2.4,27,1.0,0
CUST00408,885,standard,10614.0,0.0,27,3.0,0
CUST00223,288,standard,17176.0,16.0,26,1.0,0
CUST00420,196,basic,-10665.6,5.4,19,3.0,0
CUST00219,266,basic,7489.2,8.2,31,2.0,0
CUST00129,374,basic,12571.8,0.9,29,,0
CUST00422,609,standard,13720.0,22.3,39,1.0,0
CUST00290,106,standard,11335.0,27.5,20,1.0,0
CUST00329,312,standard,18166.0,1.8,25,0.0,0
CUST00378,868,standard,5137.0,5.4,19,0.0,0
CUST00454,430,standard,13721.0,3.1,27,1.0,1
CUST00356,440,standard,15648.0,15.2,23,1.0,0
CUST00403,228,premium,30441.600000000002,2.3,21,1.0,0
CUST00368,191,basic,5590.2,1.7,22,,0
CUST00341,6,basic,12547.8,25.7,3,,0
CUST00112,812,basic,2772.0,4.6,22,1.0,0
CUST00179,86,standard,15321.0,3.2,22,0.0,0
CUST00480,344,standard,9296.0,1.6,25,,0
CUST00340,248,premium,46090.8,,32,0.0,0
CUST00331,812,standard,11308.0,3.7,24,0.0,0
CUST00483,268,premium,28918.8,2.3,28,0.0,0
CUST00361,105,basic,9214.8,3.5,21,1.0,0
CUST00233,827,standard,14957.0,8.3,26,1.0,0
CUST00312,370,basic,12845.4,,24,,0
CUST00164,618,basic,11488.199999999999,2.9,26,1.0,1
CUST00136,198,basic,5476.2,10.2,19,1.0,0
CUST00197,851,basic,12415.8,7.9,21,2.0,0
CUST00258,815,basic,8850.0,5.2,37,0.0,0
CUST00232,462,basic,6157.8,1.9,13,3.0,0
CUST00115,763,standard,15041.0,0.8,24,0.0,0
CUST00120,40,standard,21124.0,4.1,23,1.0,0
CUST00409,720,basic,13713.6,0.8,29,,0
CUST00224,209,premium,27424.8,5.4,22,1.0,0
CUST00404,895,standard,6979.0,3.7,23,1.0,0
CUST00338,19,basic,9322.199999999999,8.7,3,,1
CUST00127,567,premium,20080.8,14.6,21,2.0,0
CUST00285,847,standard,276544.80000000005,17.3,22,2.0,0
CUST00477,294,basic,11358.0,43.2,24,1.0,0
CUST00107,310,standard,18244.0,6.0,19,0.0,1
CUST00486,291,standard,7560.0,20.8,26,2.0,0
CUST00489,852,basic,8788.199999999999,20.3,33,4.0,0
CUST00133,648,premium,18981.0,7.0,35,1.0,0
CUST00365,696,basic,8932.8,10.6,18,1.0,0
CUST00044,138,standard,16179.0,4.8,22,1.0,0
CUST00462,355,basic,11500.199999999999,0.7,34,3.0,0
CUST00065,152,basic,11170.8,,30,,0
CUST00283,691,standard,8241.0,3.1,25,2.0,0
CUST00085,896,standard,21084.0,19.0,25,2.0,1
CUST00242,613,premium,21873.600000000002,4.0,16,2.0,0
CUST00186,184,premium,20579.4,23.0,31,1.0,0
CUST00252,211,standard,15082.0,0.4,30,0.0,0
CUST00159,6,standard,17643.0,4.1,1,,0
CUST00012,346,standard,10962.0,0.6,21,3.0,0
CUST00035,764,standard,17653.0,7.9,18,2.0,0
CUST00028,45,basic,11607.0,16.2,28,3.0,0
CUST00170,261,basic,6813.599999999999,23.3,24,0.0,0
CUST00142,833,basic,5935.8,,26,2.0,0
CUST00400,855,basic,9355.199999999999,18.3,28,0.0,0
CUST00383,546,standard,17423.0,8.4,19,3.0,0
CUST00221,342,basic,12183.0,14.9,22,2.0,0
CUST00095,785,premium,31375.8,6.3,25,0.0,0
CUST00051,705,standard,11097.0,13.2,30,2.0,0
CUST00240,760,standard,16853.0,3.2,24,0.0,0
CUST00374,266,basic,8919.0,3.9,24,1.0,0
CUST00380,469,basic,10391.4,0.8,30,1.0,0
CUST00178,470,standard,11676.0,10.2,25,1.0,0
CUST00041,551,standard,13663.0,11.5,27,2.0,0
CUST00437,137,standard,12550.0,15.6,21,0.0,0
CUST00421,125,basic,9891.0,0.8,26,1.0,0
CUST00206,46,premium,29500.2,12.6,17,3.0,0
CUST00282,827,basic,6085.2,9.8,27,0.0,0
CUST00254,689,premium,30864.600000000002,8.0,23,0.0,0
CUST00414,897,basic,11479.8,3.1,25,1.0,0
CUST00004,580,basic,8945.4,2.3,17,2.0,0
CUST00256,45,basic,6418.8,11.0,25,0.0,0
CUST00450,708,standard,8526.0,21.3,19,3.0,1
CUST00100,394,standard,18142.0,4.4,32,,0
CUST00226,666,basic,7217.4,2.4,14,0.0,0
CUST00429,497,premium,13723.2,10.8,28,2.0,0
CUST00213,865,basic,8211.6,17.2,25,3.0,0
CUST00424,338,premium,31836.600000000002,4.8,31,1.0,0
CUST00171,476,basic,9939.0,8.9,22,,0
CUST00098,108,premium,34149.6,8.3,22,2.0,0
CUST00292,537,premium,29646.0,5.7,26,4.0,0
CUST00215,96,basic,8924.4,1.3,24,0.0,0
CUST00061,804,standard,17954.0,3.3,24,1.0,0
CUST00047,196,standard,8177.0,,24,2.0,0
CUST00032,153,basic,5233.8,14.5,24,,0
CUST00267,161,standard,18416.0,7.9,32,4.0,0
CUST00327,261,basic,11282.4,12.5,24,,1
CUST00200,36,standard,9770.0,4.0,36,1.0,0
CUST00448,835,trial_promo,6099.0,2.9,21,,1
CUST00027,445,standard,-16856.0,5.1,26,1.0,0
CUST00391,750,standard,16152.0,0.1,30,1.0,0
CUST00230,339,basic,11851.8,10.1,31,3.0,0
CUST00260,177,standard,11460.0,2.8,17,0.0,0
CUST00288,462,standard,18771.0,5.5,19,1.0,0
CUST00162,439,basic,10222.199999999999,8.1,25,3.0,0
CUST00431,724,basic,11202.6,24.6,27,1.0,0
CUST00138,181,basic,9389.4,17.5,23,2.0,0
CUST00062,449,premium,41043.6,9.4,22,1.0,0
CUST00135,496,basic,6780.0,25.1,25,3.0,0
CUST00128,679,premium,27725.4,2.7,23,2.0,0
CUST00478,314,basic,9529.8,4.2,27,,0
CUST00008,186,premium,16354.800000000001,6.6,22,2.0,0
CUST00326,781,premium,28447.2,5.8,29,2.0,0
CUST00465,710,standard,17543.0,29.7,26,,0
CUST00064,392,standard,14422.0,10.0,24,0.0,0
CUST00300,69,basic,11599.199999999999,10.1,27,0.0,0
CUST00014,555,basic,9102.6,3.6,26,2.0,0
CUST00156,487,basic,7912.2,1.8,24,2.0,0
CUST00040,463,basic,10021.199999999999,4.2,30,3.0,0
CUST00379,199,basic,12820.8,2.8,21,0.0,0
CUST00461,781,standard,11909.0,14.2,34,1.0,0
CUST00405,850,basic,11806.8,5.9,24,2.0,0
CUST00216,881,premium,17861.4,36.6,19,0.0,0
CUST00279,648,basic,7368.599999999999,14.4,21,1.0,0
CUST00436,112,standard,17258.0,33.4,21,2.0,0
CUST00432,556,basic,14518.8,20.5,25,0.0,0
CUST00337,407,standard,14886.0,9.4,23,2.0,0
CUST00236,507,standard,19074.0,17.2,18,1.0,0
CUST00207,629,basic,9514.8,34.4,19,1.0,0
CUST00212,43,trial_promo,9900.0,50.9,27,,1
CUST00295,491,premium,27469.8,8.8,22,2.0,0
CUST00470,371,standard,15736.0,3.5,20,3.0,0
CUST00251,641,premium,22023.0,1.8,21,0.0,0
CUST00490,803,premium,15397.2,0.9,23,1.0,0
CUST00460,425,premium,21830.4,3.3,31,2.0,0
CUST00303,638,basic,9489.6,1.5,36,0.0,0
CUST00350,103,standard,19138.0,7.0,24,,0
CUST00269,549,trial_promo,12075.6,13.8,25,2.0,0
CUST00201,590,basic,4422.599999999999,3.8,29,5.0,0
CUST00161,50,premium,25011.0,19.8,30,,0
CUST00043,495,premium,29818.8,6.4,33,3.0,0
CUST00217,184,standard,9281.0,1.3,36,,0
CUST00401,302,standard,17243.0,5.6,22,2.0,0
CUST00190,712,standard,7750.0,9.2,34,2.0,0
CUST00309,428,standard,14759.0,4.8,20,,0
CUST00259,441,premium,34129.8,11.8,33,,0
CUST00105,637,standard,19041.0,12.8,25,2.0,0
CUST00053,375,standard,20256.0,6.0,18,2.0,0
CUST00389,37,basic,11662.199999999999,21.4,26,0.0,0
CUST00001,197,premium,29667.600000000002,15.2,26,,0
CUST00473,15,basic,11010.6,5.4,2,,0
CUST00484,539,basic,-10270.199999999999,4.4,21,0.0,0
CUST00049,852,standard,19985.0,13.2,24,0.0,0
CUST00419,227,standard,21212.0,2.4,22,1.0,0
CUST00080,124,basic,6181.2,24.6,28,1.0,0
CUST00205,162,standard,16266.0,3.7,19,1.0,0
CUST00034,113,basic,7957.799999999999,14.4,20,3.0,0
CUST00263,518,standard,14925.0,5.7,21,1.0,0
CUST00427,806,standard,10871.0,5.1,24,1.0,0
CUST00366,296,basic,8288.4,31.2,13,1.0,0
CUST00091,632,basic,7876.799999999999,2.9,24,3.0,0
CUST00339,872,premium,31681.8,8.5,19,0.0,0
CUST00475,179,premium,28047.600000000002,6.9,22,0.0,0
CUST00052,401,basic,9721.199999999999,20.6,35,0.0,0
CUST00345,158,standard,18724.0,3.7,25,3.0,0
CUST00264,145,basic,12848.4,5.6,24,1.0,0
CUST00241,482,trial_promo,16358.0,9.2,26,3.0,0
CUST00013,367,basic,4786.2,13.0,13,1.0,0
CUST00315,381,standard,13122.0,0.2,27,0.0,0
CUST00088,84,basic,6949.2,11.0,25,2.0,0
CUST00387,304,standard,16136.0,2.3,30,2.0,0
CUST00273,50,standard,22936.0,0.2,25,2.0,1
CUST00166,688,standard,14718.0,0.5,32,1.0,1
CUST00328,45,standard,15427.0,0.4,21,0.0,0
CUST00494,517,basic,9379.199999999999,2.2,22,2.0,0
CUST00134,722,premium,26757.0,5.3,17,1.0,0
CUST00306,863,basic,8326.199999999999,9.6,20,2.0,0
CUST00482,729,basic,11865.0,24.6,19,,0
CUST00319,607,premium,24413.4,4.9,20,2.0,0
CUST00243,429,basic,8451.6,12.0,29,0.0,0
CUST00054,350,standard,16072.0,9.3,30,0.0,0
CUST00363,74,standard,19809.0,30.1,22,0.0,0
CUST00050,258,basic,9192.0,11.9,26,1.0,0
CUST00488,810,basic,4730.4,14.1,30,1.0,0
CUST00174,332,basic,8688.6,12.5,20,2.0,0
CUST00445,255,standard,13805.0,0.2,23,2.0,0
CUST00189,878,basic,10810.199999999999,,27,2.0,0
CUST00498,827,basic,7311.599999999999,18.0,20,0.0,1
CUST00187,634,standard,10135.0,2.2,19,0.0,0
CUST00169,662,basic,10439.4,0.9,27,1.0,0
CUST00058,280,premium,16291.800000000001,1.1,23,1.0,0
CUST00048,73,standard,14758.0,3.6,23,0.0,0
CUST00344,480,basic,8308.8,0.3,27,0.0,0
CUST00235,437,basic,7870.799999999999,1.5,22,0.0,0
CUST00252,211,standard,15082.0,0.4,30,0.0,0
CUST00021,513,premium,23342.4,33.8,33,1.0,0
CUST00313,635,standard,15268.0,4.5,25,1.0,1
CUST00459,293,premium,19391.4,8.9,19,,0
CUST00160,848,basic,7320.0,4.6,26,1.0,0
CUST00276,491,basic,4048.2,16.0,16,2.0,1
CUST00443,459,standard,21218.0,15.2,26,1.0,0
CUST00191,86,basic,-8268.0,15.2,30,0.0,0
CUST00385,835,standard,17202.0,0.7,25,0.0,0
CUST00293,68,basic,11310.0,,21,3.0,0
CUST00413,104,basic,8105.4,18.6,24,1.0,0
CUST00343,839,basic,10425.0,2.4,27,0.0,0
CUST00257,522,premium,31287.600000000002,31.5,27,0.0,0
CUST00308,877,basic,8643.0,23.3,22,1.0,1
CUST00149,489,basic,11088.0,3.5,25,2.0,0
CUST00130,711,basic,-11370.0,7.8,25,3.0,0
CUST00151,107,standard,9898.0,4.4,17,1.0,0
CUST00359,381,basic,4569.599999999999,15.7,23,0.0,0
CUST00099,746,premium,18392.4,17.7,23,2.0,0
CUST00372,242,standard,10906.0,15.0,19,0.0,0
CUST00087,131,basic,9538.8,4.3,30,0.0,0
CUST00458,42,basic,16256.4,6.0,15,2.0,0
CUST00330,277,standard,13976.0,15.1,29,,1
CUST00214,291,standard,11210.0,9.9,23,2.0,0
CUST00466,60,basic,11433.6,1.4,18,1.0,0
CUST00121,132,premium,18360.0,10.3,19,2.0,0
CUST00195,812,standard,13839.0,5.3,24,1.0,0
CUST00020,392,basic,15402.0,3.7,24,,0
CUST00188,77,standard,15062.0,20.1,25,2.0,0
